Farmacia Nizza,Via Nizza,65,10125,Telefono: 011-6699259,Codice: 43,Partita Iva: 06372790011,45.053052200000003, 7.6754626999999997
Farmacia Portis,V. Madama Cristina,37,10125,Telefono: 011-6699385,Codice: 50,Partita Iva: 00551200017,45.0559358, 7.6816624999999998
Farmacia San Salvario Della Dottoressa Boglietti Piera e C,Via Madama Cristina,14,10125,Telefono: 011-6690623 Fax: 011-6504032,Codice: 38,Partita Iva: 00510870017,45.059350600000002, 7.6840337999999999
Farmacia San Salvatore,Via Nizza,27,10125,Telefono: 011-6699926,Codice: 46,Partita Iva: 06757040016,45.055438899999999, 7.6760833999999996
Farmacia San Simone,V. S. Tommaso,2/A,10125,Telefono: 011-5628143,Codice: 35,Partita Iva: 01966200188,45.072077200000003, 7.6824935999999999
Farmacia Borgo Crocetta,Corso De Gasperi Alcide,6,10129,Telefono: 011-595215,Codice: 52,Partita Iva: 04750620017,45.058433299999997, 7.6627406999999996
Farmacia Daniele,Corso Duca Degli Abruzzi,66,10129,Telefono: 011-596944,Codice: 58,Partita Iva: 05810710011,45.0569323, 7.6584035000000004
Farmacia Magno Francone Roberta,Via Colombo Cristoforo,42,10129,Telefono: 011-596777,Codice: 64,Partita Iva: 08337030012,45.058594800000002, 7.6589065999999999
Farmacia Maria Cristina Sas del Dr. Pautasso Renato e C,C. A. De Gasperi,69,10129,Telefono: 011-596774,Codice: 55,Partita Iva: 10313740010,45.0535833, 7.6572478999999998
Farmacia Mazzoli,C. Rosselli,106/D,10129,Telefono: 011-5097239,Codice: 105,Partita Iva: 02099440014,45.053845299999999, 7.6537017000000001
Farmacia Alchemica 1961 di Mercurio Sas del Dr. Rossetti Giovanni & C.,Corso Turati Filippo,74,10134,Telefono: 011-3181345,Codice: 16578,,45.048174600000003, 7.6633405999999997
Farmacia Comunale 28 - Afc,Corso Corsica,9,10134,Telefono: 011-3170152,Codice: 76,,45.032114900000003, 7.6528403999999997
Farmacia Comunale 36 - Afc,Via Filadelfia,142,10134,Telefono: 011-321619,Codice: 127,,45.042882300000002, 7.6431737000000002
Farmacia del Giglio di Coggi Paola Maria e Dalmasso Giovenale Snc,Via Arnaldo Da Brescia,38,10134,Telefono: 011-3172572,Codice: 90,,45.034189300000001, 7.6502293999999997
Farmacia Gay,Via Tunisi,99,10134,Telefono: 011-3195196,Codice: 84,Partita Iva: 05905250014,45.037447800000002, 7.6559341999999999
Farmacia Gualdi,Corso Unione Sovietica,85,10134,Telefono: 011-3197922,Codice: 80,Partita Iva: 00546000019,45.045881600000001, 7.661422
Farmacia Gussoni,Via Tunisi,51,10134,Telefono: 011-3194565,Codice: 86,Partita Iva: 07342040016,45.0416369, 7.6585945000000004
Farmacia Madonna delle Rose,Piazza Galimberti Tancredi,7,10134,Telefono: 011-3195700,Codice: 82,Partita Iva: 04668290010,45.033965500000001, 7.6538332999999996
Farmacia Monviso,Corso Giambone Eusebio,19,10134,Telefono: 011-3175105,Codice: 83,Partita Iva: 04747790014,45.032233599999998, 7.6487778999999998
Farmacia Roagna Snc delle Dott.Sse Suria M. e Roagna M. C,C. Giovanni Agnelli,117,10134,Telefono: 011-3175151,Codice: 139,,45.0349796, 7.6435972000000003
Farmacia Sant'Eraldo Snc di Migliari Cristina e Savio Mattia,Via Arnaldo Da Brescia,25,10134,Telefono: 011-3192292 Fax: 011-3192399,Codice: 88,Partita Iva: 09817810014,45.036805800000003, 7.6522230000000002
Farmacia Balocco,Corso Peschiera,142,10138,Telefono: 011-3833753,Codice: 119,Partita Iva: 06588510013,45.063223399999998, 7.6535608999999996
Farmacia Bernardi,Via Duchessa Jolanda,15,10138,Telefono: 011-4343081,Codice: 114,Partita Iva: 04315880015,45.073607899999999, 7.6628926000000002
Farmacia Braccio Sas Della Dottoressa Fassio Claudia e C.,Corso Francia,87/A,10138,Telefono: 011-4333747,Codice: 116,Partita Iva: 09595260010,45.075723699999998, 7.6524209000000001
Farmacia Comunale 17 - Afc,Corso Vittorio Emanuele II,182/bis,10138,Telefono: 011-4333311,Codice: 113,Partita Iva: 07019070015,45.073366700000001, 7.6501476999999998
Farmacia Comunale 45 - Afc,Via Monginevro,27,10138,Telefono: 011-3852515,Codice: 122,,45.065088600000003, 7.6512083999999998
Farmacia Del Benessere Di Fedeli Sas Del Dott. Marinello Stefano & C.,Codice: 121,Partita Iva: 06915420019,,,,,45.070851500000003, 7.6843404
Farmacia Dell'Erica,Via Di Nanni Dante,71,10138,Telefono: 011-4474394,Codice: 115,Partita Iva: 04339730014,45.066526500000002, 7.6510208999999998
Farmacia Frejus Snc di Ravazzani Romano e C.,Corso Francia,35,10138,Telefono: 011-4472361,Codice: 112,Partita Iva: 00513690016,45.076139699999999, 7.6588469999999997
Farmacia Porta Susa Snc di E. e L. Platter,Corso Francia,1/bis,10138,Telefono: 011-4343515 Fax: 011-4343571,Codice: 117,Partita Iva: 06351660011,45.076332800000003, 7.6678031000000004
Farmacia Crida di Ferro Dottoressa Maria Gemma,Via Cibrario Luigi,88,10138,Fax: 011-740823,Codice: 175,Partita Iva: 10465660016,45.082275199999998, 7.6539161
Farmacia Manenti,V. Piffetti,31,10143,Telefono: 011-4373929,Codice: 180,Partita Iva: 07208500012,45.0771783, 7.6608045000000002
Farmacia Santa Zita Sacchi,Via Cibrario,33/bis,10143,Telefono: 011-4371816,Codice: 173,Partita Iva: 08608970011,45.079059700000002, 7.6627824999999996
Farmacia Scotti Sas del Dr. Scotti Luca & C.,V. Nicola Fabrizi,11,10143,Telefono: 011-7714239,Codice: 176,Partita Iva: 10372060011,45.079416700000003, 7.6540068999999997
Farmacia Stroppiana delle Dott.Sse Velca e Carla Snc,Corso Svizzera,42,10143,Telefono: 011-7496064,Codice: 179,Partita Iva: 06672810014,45.079963800000002, 7.6504382
Farmacia Borgo Vittoria Snc dei Dottori Giulia e Luigi Stano,Via Chiesa Della Salute,64,10147,Telefono: 011-259561,Codice: 223,,45.097643900000001, 7.6800674000000004
Farmacia Breglio di Barone Omar,Via Breglio,16,10147,Telefono: 011-250804,Codice: 226,,45.098692399999997, 7.6838214000000002
Farmacia Cavanna delle Dottoresse Francone Nada e Patrizia e C.,Via Mosca Gaetano,1,10147,Telefono: 011-212932,Codice: 216,Partita Iva: 09356810011,45.101211999999997, 7.6773074000000001
Farmacia Chierici,Via Chiesa Della Salute,105,10147,Telefono: 011-296688,Codice: 221,Partita Iva: 02010170013,45.101941400000001, 7.6809025000000002
Farmacia Comunale 19 - Afc,Via Vibò,17,10147,Telefono: 011-218216,Codice: 217,,45.094208399999999, 7.6789071
Farmacia Corso Grosseto di Torchio Rosanna,Corso Grosseto,221,10147,Telefono: 011-2203066,Codice: 207,Partita Iva: 04339700017,45.104741400000002, 7.6695859999999998
Farmacia Garelli Snc dei Dottori Garelli Federico,Via Massaia Guglielmo Cardinale,45,10147,Telefono: 011-214176,Codice: 214,,45.0989784, 7.6711947
Farmacia Lorenzetti,V. Stradella,36,10147,Telefono: 011-290551,Codice: 220,Partita Iva: 02163170034,45.0923965, 7.6769112000000002
Farmacia San Fabio sas della Dottoressa Caruso Simona e C.,Via Stradella,198,10147,Telefono: 011-290449,Codice: 208,Partita Iva: 04870370014,45.101949599999998, 7.6668576000000002
Farmacia San Rocco,Corso Grosseto,165,10147,Telefono: 011-2281079,Codice: 224,Partita Iva: 08190410012,45.104410700000003, 7.6755960999999999
Farmacia Vittoria Snc delle dottoresse Franzè Raffaella e Franco Claudia,Piazza Della Vittoria,29,10147,Telefono: 011-290053,Codice: 219,Partita Iva: 10236870019,45.095796200000002, 7.6769638999999996
Farmacia Aurora Snc delle Dottoresse Paola Bevilacqua ed Elena Faraldi,Corso Giulio Cesare,24,10152,Telefono: 011-851155,Codice: 238,,45.103316200000002, 7.7001448000000003
Farmacia Cigna Sas Della Dotoressa Bellone Giada & C,Via Cigna Francesco,53,10152,Telefono: 011-855497,Codice: 236,Partita Iva: 09373120014,45.085834499999997, 7.6810096000000003
Farmacia De Angeli,Largo Brescia,47,10152,Telefono: 011-851512,Codice: 228,Partita Iva: 09826310014,45.081580500000001, 7.6925593000000001
Farmacia Dell'Ausiliatrice di Marco Ambrois e C. Sas,Corso Principe Oddone,28,10152,Telefono: 011-4361738,Codice: 237,,45.085017499999999, 7.6746026000000001
Farmacia Don Bosco,Via Cigna Francesco,44,10152,Telefono: 011-5217192,Codice: 239,Partita Iva: 05266490019,45.0836185, 7.6795036999999997
Farmacia Dora,Via Cigna Francesco,118,10152,Telefono: 011-852253,Codice: 231,Partita Iva: 01405580018,45.092648400000002, 7.6860328999999998
Farmacia Dutto Snc del Dott. Michele Roagna e C,Corso Giulio Cesare,48,10152,Telefono: 011-852796,Codice: 234,,45.0858402, 7.6897377999999996
Farmacia Porta Palazzo Sas del Dr. Illengo Carlo e C.,Piazza Della Repubblica,21,10152,Telefono: 011-5211972,Codice: 232,Partita Iva: 10534590012,45.078014000000003, 7.6842236000000002
Farmacia Santa Giustina,C. Regina Margherita,114,10152,Telefono: 011-5215445,Codice: 233,Partita Iva: 07266050017,45.075547, 7.687843
Farmacia Balossino,Strada S. Mauro,179,10156,Telefono: 011-2733597,Codice: 270,Partita Iva: 03029430018,45.101973299999997, 7.7445398000000001
Farmacia Comunale 20 - Afc,Via Ivrea,47,10156,Telefono: 011-2621325,Codice: 262,,45.116640799999999, 7.7055211999999997
Farmacia Comunale 41 - Afc,Via Degli Abeti,10,10156,Telefono: 011-2624080,Codice: 264,,45.129425500000004, 7.7109905999999997
Farmacia Della Stura Snc Dei Dottori GiovanniAlessandro e Massimo Avramo,Piazza Falchera,,10156,Telefono: 011-2620362,Codice: 267,,45.1245391, 7.7088074999999998
Antica Farmacia Bosio di Spirito Dottoressa Giovanna,Via Garibaldi Giuseppe,26,10122,Telefono: 011-4369636,Codice: 23,Partita Iva: 09722390011,45.0740166, 7.6774085000000003
Farmacia Almasio Snc dei Dottori Chiassa Giovanni e Leone Luciana,Piazza Statuto,3,10122,Telefono: 011-544257,Codice: 32,,45.075424400000003, 7.6719137000000002
Farmacia Anglesio di Pagliasso Anna,Via Milano,11,10122,Telefono: 011-4362908,Codice: 25,Partita Iva: 07328630012,45.074050100000001, 7.6818432000000003
Farmacia Collegiata Santa Maria Snc Del Dr. Balagna Agostino e Figli,Via San Francesco D'Assisi,14,10122,Telefono: 011-534057,Codice: 5,Partita Iva: 09485870019,45.071190299999998, 7.6797303000000001
Farmacia Comunale 43 - Afc,Piazza Statuto,4,10122,Telefono: 011-5214581,Codice: 29,,45.076077300000001, 7.6724342999999999
Farmacia Della Consolata,Via Delle Orfane,25,10122,Telefono: 011-4338683,Codice: 10,,45.0769406, 7.6802437000000001
Farmacia Pensa,Via Cernaia,14/A,10122,Telefono: 011-545009,Codice: 18,Partita Iva: 05901920016,45.070950400000001, 7.6757590999999996
Farmacia Santa Barbara,Via Cernaia,24,10122,Telefono: 011-542875,Codice: 16,Partita Iva: 05648430014,45.071892400000003, 7.6731559000000003
Farmacia Comunale 46 Afc,Piazza Bozzolo Camillo,11,10126,Telefono: 011-6633859,Codice: 68,,45.037213999999999, 7.6720306999999996
Farmacia Dante,Corso Dante,78,10126,Telefono: 011-6963386,Codice: 47,Partita Iva: 07141030010,45.0465856, 7.6771171000000002
Farmacia Delle Molinette,Via Nizza,183,10126,Telefono: 011-6963207,Codice: 65,Partita Iva: 09687190018,45.040700999999999, 7.6708552000000001
Farmacia Gani Snc Di Gani Grazia e Dallosta Roberto,Via Nizza,108,10126,Telefono: 011-6961596,Codice: 41,Partita Iva: 09368300019,45.043600099999999, 7.6716068999999996
Farmacia Millefonti,Via Genova,64,10126,Telefono: 011-679452,Codice: 70,Partita Iva: 06648410014,45.033572800000002, 7.6699491999999996
Farmacia Sacro Cuore Snc Dei Dott.ri Ferrato Adolfo e Cravini Stefania Maria,Via Nizza,115,10126,Telefono: 011-6699979,Codice: 42,Partita Iva: 10005770010,45.047977000000003, 7.6734150999999997
Farmacia San Giacomo Sas del Dr. Bonino Filippo e C.,Via Genova,122,10126,Telefono: 011-5788940 Fax: 011-5788939,Codice: 69,Partita Iva: 10193850012,45.027948199999997, 7.6675715999999996
Farmacia Santa Matilde di Richiardi Dottoressa Cristina,Via Madama Cristina,78,10126,Telefono: 011-6699543,Codice: 39,Partita Iva: 10194520010,45.050226700000003, 7.6774911000000001
Farmacia Tetti Frè,Via Nizza,214,10126,Telefono: 011-6633144,Codice: 71,Partita Iva: 07266060016,45.036308300000002, 7.6685951000000001
Farmacia Torino Esposizioni di Albertini Dottoressa F. e Robba Dottoressa M. Snc,Corso D'Azeglio Massimo,100,10126,Telefono: 011-6964027,Codice: 44,,45.044590599999999, 7.6775732999999997
Farmacia Borgo Po,Via Romani Felice,,10131,Telefono: 011-8196155,Codice: 940,Partita Iva: 0733111001,45.062690500000002, 7.7039209
Farmacia Gran Madre,Piazza Gran Madre Di Dio,1,10131,Telefono: 011-8192563,Codice: 92,,45.062355500000002, 7.6998255999999996
Farmacia Baggio Roba,Corso Traiano,73,10135,Telefono: 011-6190159,Codice: 79,Partita Iva: 00581160017,45.023533100000002, 7.6461940000000004
Farmacia Comunale 13 - Afc,Via Negarville Celeste,10,10135,Telefono: 011-3470309,Codice: 97,,45.018399600000002, 7.6109781999999999
Farmacia Comunale 15 - Afc,Corso Traiano,86,10135,Telefono: 011-616044,Codice: 75,,45.022584000000002, 7.6476186000000004
Farmacia Comunale 40 - Afc,Via Farinelli Arturo,36/9,10135,Telefono: 011-3488296,Codice: 98,,45.014610099999999, 7.6331405999999999
Farmacia Comunale 8 - Afc,Corso Traiano,22,10135,Telefono: 011-614284,Codice: 74,,45.024868300000001, 7.6412996
Farmacia Guala Di Anastasio Dr. Maria Grazia & C. Sas,Via Fratel Teodoreto,7,10135,Telefono: 011-610863,Codice: 89,,45.020436400000001, 7.6433581999999998
Farmacia Guarino,Via Passo Buole,,10135,Telefono: 011-616002,Codice: 87,Partita Iva: 07472010011,45.026606700000002, 7.6474282999999996
Farmacia Ottone,Corso Unione Sovietica,491,10135,Telefono: 011-343590,Codice: 100,Partita Iva: 05455020015,45.019000300000002, 7.6315704000000002
Farmacia Roatis,Via Pramollo,6,10135,Telefono: 011-3979279,Codice: 101,,45.021322400000003, 7.6243105
Farmacia San Domenico,Corso Unione Sovietica,591,10135,Telefono: 011-341265,Codice: 99,Partita Iva: 03015430014,45.014336800000002, 7.6263500999999998
Farmacia Steffa,C. Unione Sovietica,397,10135,Telefono: 011-614220,Codice: 81,Partita Iva: 00510850019,45.024328500000003, 7.6376090999999997
Farmacia Baima Di Baima Poma Elena Maria,Piazza Rivoli,11,10139,Telefono: 011-7496819,Codice: 155,Partita Iva: 09080310015,45.075179200000001, 7.6425615000000002
Farmacia Cenisia di Ventura Angelo e C. Sas,Via Frejus,41,10139,Telefono: 011-4336655,Codice: 120,Partita Iva: 06645590016,45.070558900000002, 7.6459799999999998
Farmacia Corso Francia,Corso Francia,175,10139,Telefono: 011-746112,Codice: 162,Partita Iva: 05917190018,45.075218399999997, 7.6394558999999997
Farmacia Madonna Dei Fiori Di Prandi M.G. e I. Snc,Corso Peschiera,244,10139,Telefono: 011-3851249,Codice: 118,Partita Iva: 06574440019,45.0687596, 7.6394688999999998
Farmacia Pozzo Strada Snc delle dottoresse Gozzelino Grazia Maria e Bianco Loreda,Corso Francia,273,10139,Telefono: 011-726773,Codice: 166,,45.074673400000002, 7.6278518999999996
Farmacia San Benedetto,Via Bardonecchia,114,10139,Telefono: 011-7710235 Fax: 011-7761490,Codice: 165,Partita Iva: 06731810013,45.072421400000003, 7.6349210999999997
Farmacia San Giovanni Snc di Claudio Nazzaro e Maria Edvige Mai,Via Frejus,100,10139,Telefono: 011-331656,Codice: 170,,45.0704268, 7.6427534000000001
Farmacia Agnini,Corso Regina Margherita,256,10144,Telefono: 011-4375015,Codice: 174,Partita Iva: 00547300012,45.084471800000003, 7.6609797999999998
Farmacia Borelli,Via S. Donato,9,10144,Telefono: 011-487712,Codice: 171,Partita Iva: 00510810013,45.078489300000001, 7.6674955000000002
Farmacia Comunale 44 - Afc,Via Cibrario Luigi,72,10144,Telefono: 011-4371380,Codice: 177,,45.081786000000001, 7.6553126999999996
Farmacia Monge,Corso Regina Margherita,218/BIS,10144,Telefono: 011-484756,Codice: 172,Partita Iva: 00510950017,45.082436700000002, 7.6671063000000004
Farmacia San Donato,Via S. Donato,55,10144,Telefono: 011-19503964,Codice: 181,Partita Iva: 02810710018,45.081550800000002, 7.6617113000000003
Farmacia Sant'Alfonso S.D.F. di Eredi Gambino Giuseppe,Corso Tassoni,66/D,10144,Telefono: 011-4376728,Codice: 178,Partita Iva: 10507140019,45.084515000000003, 7.6561611000000003
Farmacia Comunale 11 - Afc,Via Lanzo,98,10148,Telefono: 011-2262953,Codice: 205,,45.109448999999998, 7.6613600000000002
Farmacia Del Mercato di Bosio Giovanni e C. Snc,Corso Grosseto,216,10148,Telefono: 011-2268068,Codice: 212,Partita Iva: 06948210015,45.105586099999996, 7.6670369000000003
Farmacia Madonna di Campagna di Ferraris Luciano e C. Snc,C. Grosseto,256,10148,Telefono: 011-2267366,Codice: 211,Partita Iva: 06573590012,45.104703100000002, 7.6634266999999996
Farmacia San Paolo Sas di Bertotti Federica e C.,Via S. Paolo,49/A,10148,Telefono: 011-336412,Codice: 215,Partita Iva: 08283600016,45.0628101, 7.6503842000000004
Farmacia Borgo Rossini di Balbi Aldo Tognacca,Via Reggio,1,10153,Telefono: 011-852602,Codice: 230,,45.074202200000002, 7.6944847000000003
Farmacia Caruso,Corso Belgio,180,10153,Telefono: 011-8992879,Codice: 248,Partita Iva: 06960440011,45.0750186, 7.7259941999999997
Farmacia Christidis Ioannis,Corso Regina Margherita,68,10153,Telefono: 011-4360010,Codice: 243,Partita Iva: 01131840017,45.072824400000002, 7.6960946000000003
Farmacia Comunale 21- Afc,Corso Belgio,151/D,10153,Telefono: 011-8980177,Codice: 242,,45.074989700000003, 7.7237093999999997
Farmacia Comunale 4 - Afc,Via Oropa,69,10153,Telefono: 011-8995608,Codice: 240,,45.072437600000001, 7.7169407000000003
Farmacia dei Fiori Snc dei Dottori Lantelme Faisan Bonello e Giori,Corso Regio Parco,36/bis,10153,Telefono: 011-857068,Codice: 235,,45.077365, 7.6958451999999999
Farmacia Palatina di Eredi Dr.Dionisio Luigi Sdf,Corso Regina Margherita,134,10153,Telefono: 011-4368756,Codice: 229,Partita Iva: 00015260011,45.077528399999998, 7.6818039000000002
Farmacia Squillario,Corso Belgio,41,10153,Telefono: 011-888098,Codice: 246,Partita Iva: 05975710012,45.072567399999997, 7.7065519
Farmacia Carlo Felice,Piazza Carlo Felice,63,10123,Telefono: 011-547626,Codice: 8,Partita Iva: 09317390012,45.063346000000003, 7.6798225999999996
Farmacia Della Rocca,Via Dei Mille,48,10123,Telefono: 011-887386,Codice: 20,Partita Iva: 06424140017,45.061329600000001, 7.6906268999999998
Farmacia Europea Dottori Audiberti Emanuela e Camilli Meletani Michelangelo Snc,Via Mazzini,31,10123,Telefono: 011-8126935 Fax: 011-835616,Codice: 33,,45.061430600000001, 7.6881785000000002
Farmacia Gallo Mario,Piazza Vittorio Veneto,10,10123,Telefono: 011-8178077,Codice: 2,Partita Iva: 10170320013,45.065129499999998, 7.6939798000000001
Farmacia Internazionale,Via Carlo Alberto,24,10123,Telefono: 011-535144,Codice: 4,Partita Iva: 00552710014,45.065501099999999, 7.6839877000000003
Farmacia Madonna Degli Angeli di Bobba Paola,Via Giolitti Giovanni,7,10123,Telefono: 011-540316,Codice: 26,,45.066066499999998, 7.6850040000000002
Farmacia Po,Via Po,4,10123,Telefono: 011-889590,Codice: 30,Partita Iva: 07805510018,45.069706600000004, 7.6877133999999998
Farmacia San Carlo,Via Giolitti Giovanni,2,10123,Telefono: 011-547914,Codice: 21,Partita Iva: 06694230019,45.066825399999999, 7.6827312000000001
Farmacia San Marco,Via Mazzini Giuseppe,24,10123,Telefono: 011-835240,Codice: 6,Partita Iva: 00204710016,45.062238100000002, 7.6856369000000004
Farmacia Ghezzo,Via Passo Buole,,10127,Codice: 7,Telefono: 011-61900038 ,Partita Iva:09253670013,45.023017600000003, 7.6578653000000001
Farmacia Lingotto Cocirio Davide,Via Nizza,354,10127,Telefono: 011-6963668,Codice: 66,Partita Iva: 07813090011,45.021988999999998, 7.6634640999999997
Farmacia Monari di Monari Dott. R. & C. Snc,Corso Traiano,158/B,10127,Telefono: 011-6197358,Codice: 85,Partita Iva: 03106620010,45.020083499999998, 7.6551315999999998
Farmacia San Camillo Paglia Carlo,Via Pio VII,164/C,10127,Telefono: 011-6197062,Codice: 77,Partita Iva: 09127000017,45.018658799999997, 7.6488709000000004
Farmacia San Dario,Via Genova,177,10127,Telefono: 011-6636011,Codice: 72,Partita Iva: 07646770011,45.023640499999999, 7.6660744000000003
Farmacia Santa Rosalia,Corso Maroncelli Piero,28/B,10127,Telefono: 011-6963349,Codice: 73,Partita Iva: 08194730019,45.0187235, 7.6624980999999996
Farmacia Sennacheribbo Di Sennacheribbo Luisa e Claudia Snc,Via Candiolo,31,10127,Telefono: 011-6067126,Codice: 102,Partita Iva: 06377940017,45.014534099999999, 7.6551745999999996
Farmacia Vigliani,Via Vigliani Onorato,160,10127,Telefono: 011-6060258,Codice: 103,Partita Iva: 07933620010,45.0171815, 7.6518218999999998
Farmacia Boccaccio - Dottoressa Scopelliti G.,Via Boccaccio Giovanni,16,10132,Telefono: 011-8993603,Codice: 279,Partita Iva: 07477130012,45.0686368, 7.7212939
Farmacia Madonna Del Pilone Snc Di Guglielmo G. e P. Giachello G. e Gazzaniga,Corso Casale,110,10132,Telefono: 011-8191642,Codice: 278,Partita Iva: 06564230016,45.068010999999998, 7.7137120000000001
Farmacia Santa Croce,Corso Casale,204,10132,Telefono: 011-8995586,Codice: 275,Partita Iva: 01336830011,45.069991799999997, 7.7254319999999996
Farmacia Sassi,Corso Casale,316,10132,Telefono: 011-8980155,Codice: 276,Partita Iva: 04975850019,45.079564300000001, 7.7316738000000003
Farmacia Subalpina,Via Castelnuovo,5,10132,Telefono: 011-8195566,Codice: 277,Partita Iva: 06101690011,45.066732100000003, 7.7105696000000004
Farmacia Comunale 9 - Afc,Corso Sebastopoli,272,10136,Telefono: 011-351483,Codice: 126,,45.048667500000001, 7.6357407999999998
Farmacia del Borgo di U.W.S. Sas di Giaccone Mario,Via Barletta,84/F,10136,Telefono: 011-3270116,Codice: 134,Partita Iva: 10289910019,45.048239700000003, 7.6421143999999996
Farmacia Dell'Orso,Via Buenos Aires,77,10136,Telefono: 011-393735,Codice: 128,Partita Iva: 09967530016,45.037522899999999, 7.6405095999999997
Farmacia Giaccone Di Braccio sas della Dottoressa Fassio Claudia e C.,V. Barletta,93,10136,Telefono: 011-350193,Codice: 138,,45.049057699999999, 7.6394957999999997
Farmacia Madonna dell'Aiuto,Via Tripoli,15,10136,Telefono: 011-320535,Codice: 132,Partita Iva: 02584250019,45.0509652, 7.6495550000000003
Farmacia Minati,Corso Sebastopoli,202,10136,Telefono: 011-350010,Codice: 137,Partita Iva: 07393730010,45.046402100000002, 7.6419988999999999
Farmacia Moderna Di Eurofarmacia Sas Del Dott. Torgani Roberto,Via Tripoli,58,10136,Telefono: 011-396633,Codice: 140,Partita Iva: 09559770012,45.048385000000003, 7.6477082000000003
Farmacia Santa Silvia Snc dei Dottori Luisella e Paolo Cagno,Corso Sebastopoli,298,10136,Telefono: 011-3271056,Codice: 145,Partita Iva: 09964280011,45.049877299999999, 7.6324027000000001
Farmacia Borgo San Paolo,Via S. Paolo,49/A,10141,Telefono: 011-336412,Codice: 111,,45.0628101, 7.6503842000000004
Farmacia Brunelleschi,Corso Filippo Brunelleschi,75/C,10141,Telefono: 011-703781,Codice: 168,Partita Iva: 07387670016,45.068642199999999, 7.6244319999999997
Farmacia Bullio,Corso Racconigi,184/186,10141,Telefono: 011-3851352,Codice: 107,Partita Iva: 04778500019,45.058338800000001, 7.6465356
Farmacia Busatti Borgo San Paolo Sas di Garrone Dottoressa Luisa & C.,Via Monginevro,57/D,10141,Telefono: 011-331252,Codice: 104,Partita Iva: 08268160010,45.0645904, 7.6464064
Farmacia Comunale 38 - Afc,Via Vandalino,9,10141,Telefono: 011-725846,Codice: 156,,45.071816599999998, 7.6218681000000004
Farmacia Comunale 7 - Afc,Corso Trapani,150,10141,Telefono: 011-3352700,Codice: 154,,45.064915399999997, 7.6363414000000001
Farmacia Delle Erbe,Via Rivalta,56/D,10141,Telefono: 011-386997,Codice: 106,Partita Iva: 10123670019,45.056928599999999, 7.6498149
Farmacia Gillone,Via Monginevro,105,10141,Telefono: 011-3855876,Codice: 108,Partita Iva: 06663770011,45.064493400000003, 7.6398719000000002
Farmacia Monginevro,Via Monginevro,178,10141,Telefono: 011-706231,Codice: 160,Partita Iva: 04974530018,45.064368000000002, 7.6288181000000002
Farmacia Peschiera,Corso Peschiera,295,10141,Telefono: 011-7793840,Codice: 157,Partita Iva: 00545780017,45.071722000000001, 7.6307409000000002
Farmacia Piazza Massaua Snc,Piazza Massaua,1,10141,Telefono: 011-712256,Codice: 167,Partita Iva: 07353770014,45.074295499999998, 7.6203788000000001
Farmacia San Bernardino Snc del Dott. Paschetta S. & C,Via Braccini Paolo,101,10141,Telefono: 011-3859726,Codice: 110,,45.060553499999997, 7.6458434000000004
